#ID	T_NUM	TIME	LAT	LON	depth
1	1	9.1	37.63946333333333	-0.6927083333333334	12.9821513041812
2	1	9.1	37.63946333333333	-0.6927083333333334	12.9821513041812
3	1	9.1	37.63946333333333	-0.6927083333333334	12.9821513041812
4	1	9.1	37.63946333333333	-0.6927083333333334	12.9821513041812
5	1	9.1	37.63946333333333	-0.6927083333333334	13.174151303696446
6	1	9.100277777777777	37.63946333333333	-0.6927083333333334	13.17432292323829
7	1	9.100277777777777	37.63946333333333	-0.6927083333333334	13.17432292323829
8	1	9.100277777777777	37.63946333333333	-0.6927083333333334	13.17432292323829
9	1	9.100277777777777	37.63946333333333	-0.6927083333333334	13.17432292323829
10	1	9.100277777777777	37.63946333333333	-0.6927083333333334	13.17432292323829
11	1	9.100277777777777	37.63946333333333	-0.6927083333333334	13.17432292323829
12	1	9.100555555555555	37.63946333333333	-0.6927066666666666	13.174494536889593
13	1	9.100555555555555	37.63946333333333	-0.6927066666666666	13.36649453640484
14	1	9.100555555555555	37.63946333333333	-0.6927066666666666	13.36649453640484
15	1	9.100555555555555	37.63946333333333	-0.6927066666666666	13.36649453640484
16	1	9.100555555555555	37.63946333333333	-0.6927066666666666	13.36649453640484
17	1	9.100833333333332	37.639465	-0.6927033333333333	13.366666144161858
18	1	9.100833333333332	37.639465	-0.6927033333333333	13.558666143677105
19	1	9.100833333333332	37.639465	-0.6927033333333333	13.558666143677105
20	1	9.100833333333332	37.639465	-0.6927033333333333	13.558666143677105
21	1	9.100833333333332	37.639465	-0.6927033333333333	13.558666143677105
22	1	9.101111111111111	37.639466666666664	-0.6927	13.36683774602085
23	1	9.101111111111111	37.639466666666664	-0.6927	13.36683774602085
24	1	9.101111111111111	37.639466666666664	-0.6927	13.36683774602085
25	1	9.101111111111111	37.639466666666664	-0.6927	13.174837746505604
26	1	9.101111111111111	37.639466666666664	-0.6927	13.174837746505604
27	1	9.101388888888888	37.63946833333333	-0.6927016666666667	13.175009342462827
28	1	9.101388888888888	37.63946833333333	-0.6927016666666667	12.98300934294758
29	1	9.101388888888888	37.63946833333333	-0.6927016666666667	12.98300934294758
30	1	9.101388888888888	37.63946833333333	-0.6927016666666667	12.98300934294758
31	1	9.101388888888888	37.63946833333333	-0.6927016666666667	12.98300934294758
32	1	9.101666666666667	37.63946833333333	-0.6927016666666667	12.983180932999295
33	1	9.101666666666667	37.63946833333333	-0.6927016666666667	12.983180932999295
34	1	9.101666666666667	37.63946833333333	-0.6927016666666667	13.175180932514541
35	1	9.101666666666667	37.63946833333333	-0.6927016666666667	13.175180932514541
36	1	9.101666666666667	37.63946833333333	-0.6927016666666667	13.175180932514541
37	1	9.101944444444444	37.63947	-0.6927	13.367352516172248
38	1	9.101944444444444	37.63947	-0.6927	13.367352516172248
39	1	9.101944444444444	37.63947	-0.6927	13.367352516172248
40	1	9.101944444444444	37.63947	-0.6927	13.367352516172248
41	1	9.101944444444444	37.63947	-0.6927	13.367352516172248
42	1	9.102222222222222	37.63947	-0.6926950000000001	13.367524094401718
43	1	9.102222222222222	37.63947	-0.6926950000000001	13.367524094401718
44	1	9.102222222222222	37.63947	-0.6926950000000001	13.367524094401718
